"","unique_id","Species_standardised","Reference","Trait_value","Temperature","T_pk","B0_value","E_value","ED_value"
"5474","Prymnesium polylepis-:-Edvardsen (1992)-:- 59.000-:-  10.750","Prymnesium polylepis","Edvardsen (1992)",0.46025,9,287.15,0.27,0.699670122361501,1.399340244723
"5475","Prymnesium polylepis-:-Edvardsen (1992)-:- 59.000-:-  10.750","Prymnesium polylepis","Edvardsen (1992)",0.804051,14,287.15,0.27,0.699670122361501,1.399340244723
"5476","Prymnesium polylepis-:-Edvardsen (1992)-:- 59.000-:-  10.750","Prymnesium polylepis","Edvardsen (1992)",0.804744,19,287.15,0.27,0.699670122361501,1.399340244723
"5477","Prymnesium polylepis-:-Edvardsen (1992)-:- 59.000-:-  10.750","Prymnesium polylepis","Edvardsen (1992)",0.316075,22,287.15,0.27,0.699670122361501,1.399340244723
"5478","Pseudochattonella verruculosa-:-Yamaguchi et al. (1997)-:- 34.350-:- 132.458","Pseudochattonella verruculosa","Yamaguchi et al. (1997)",0.62,5,288.15,0.12,0.420498006632512,0.840996013265024
"5479","Pseudochattonella verruculosa-:-Yamaguchi et al. (1997)-:- 34.350-:- 132.458","Pseudochattonella verruculosa","Yamaguchi et al. (1997)",0.83,10,288.15,0.12,0.420498006632512,0.840996013265024
"5480","Pseudochattonella verruculosa-:-Yamaguchi et al. (1997)-:- 34.350-:- 132.458","Pseudochattonella verruculosa","Yamaguchi et al. (1997)",1.14,15,288.15,0.12,0.420498006632512,0.840996013265024
"5481","Pseudochattonella verruculosa-:-Yamaguchi et al. (1997)-:- 34.350-:- 132.458","Pseudochattonella verruculosa","Yamaguchi et al. (1997)",1.11,20,288.15,0.12,0.420498006632512,0.840996013265024
"5482","Pseudochattonella verruculosa-:-Yamaguchi et al. (1997)-:- 34.350-:- 132.458","Pseudochattonella verruculosa","Yamaguchi et al. (1997)",0.12,25,288.15,0.12,0.420498006632512,0.840996013265024
"5483","Pseudochattonella verruculosa-:-Yamaguchi et al. (1997)-:- 34.350-:- 132.458","Pseudochattonella verruculosa","Yamaguchi et al. (1997)",0,30,288.15,0.12,0.420498006632512,0.840996013265024
"5484","Pseudodidymocystis planctonica-:-Tsujimura et al. (2003b)-:- 51.100-:- 100.500","Pseudodidymocystis planctonica","Tsujimura et al. (2003b)",0.116,5,283.15,0.116,0.494611720139835,0.989223440279669
"5485","Pseudodidymocystis planctonica-:-Tsujimura et al. (2003b)-:- 51.100-:- 100.500","Pseudodidymocystis planctonica","Tsujimura et al. (2003b)",0.167,10,283.15,0.116,0.494611720139835,0.989223440279669
"5486","Pseudodidymocystis planctonica-:-Tsujimura et al. (2003b)-:- 51.100-:- 100.500","Pseudodidymocystis planctonica","Tsujimura et al. (2003b)",0.137,15,283.15,0.116,0.494611720139835,0.989223440279669
"5487","Pseudodidymocystis planctonica-:-Tsujimura et al. (2003b)-:- 51.100-:- 100.500","Pseudodidymocystis planctonica","Tsujimura et al. (2003b)",0.137,20,283.15,0.116,0.494611720139835,0.989223440279669
"5488","Pseudodidymocystis planctonica-:-Tsujimura et al. (2003b)-:- 51.100-:- 100.500","Pseudodidymocystis planctonica","Tsujimura et al. (2003b)",0.132,25,283.15,0.116,0.494611720139835,0.989223440279669
"5489","Pseudodidymocystis planctonica-:-Tsujimura et al. (2003b)-:- 51.100-:- 100.500","Pseudodidymocystis planctonica","Tsujimura et al. (2003b)",0,30,283.15,0.116,0.494611720139835,0.989223440279669
"5490","Pseudo-nitzschia americana-:-Miller & Kamykowski (1986a)-:- 34.000-:- -77.940","Pseudo-nitzschia americana","Miller & Kamykowski (1986a)",0.315,10,298.15,0.315,0.924974221526132,1.84994844305226
"5491","Pseudo-nitzschia americana-:-Miller & Kamykowski (1986a)-:- 34.000-:- -77.940","Pseudo-nitzschia americana","Miller & Kamykowski (1986a)",1.5,15,298.15,0.315,0.924974221526132,1.84994844305226
"5492","Pseudo-nitzschia americana-:-Miller & Kamykowski (1986a)-:- 34.000-:- -77.940","Pseudo-nitzschia americana","Miller & Kamykowski (1986a)",2.083,20,298.15,0.315,0.924974221526132,1.84994844305226
"5493","Pseudo-nitzschia americana-:-Miller & Kamykowski (1986a)-:- 34.000-:- -77.940","Pseudo-nitzschia americana","Miller & Kamykowski (1986a)",2.768,25,298.15,0.315,0.924974221526132,1.84994844305226
"5494","Pseudo-nitzschia americana-:-Miller & Kamykowski (1986a)-:- 34.000-:- -77.940","Pseudo-nitzschia americana","Miller & Kamykowski (1986a)",2.667,30,298.15,0.315,0.924974221526132,1.84994844305226
"5495","Pseudo-nitzschia americana-:-Miller & Kamykowski (1986a)-:- 34.000-:- -77.940","Pseudo-nitzschia americana","Miller & Kamykowski (1986a)",0.357,10,298.15,0.315,0.924974221526132,1.84994844305226
"5496","Pseudo-nitzschia americana-:-Miller & Kamykowski (1986a)-:- 34.000-:- -77.940","Pseudo-nitzschia americana","Miller & Kamykowski (1986a)",0.851,15,298.15,0.315,0.924974221526132,1.84994844305226
"5497","Pseudo-nitzschia americana-:-Miller & Kamykowski (1986a)-:- 34.000-:- -77.940","Pseudo-nitzschia americana","Miller & Kamykowski (1986a)",1.315,20,298.15,0.315,0.924974221526132,1.84994844305226
"5498","Pseudo-nitzschia americana-:-Miller & Kamykowski (1986a)-:- 34.000-:- -77.940","Pseudo-nitzschia americana","Miller & Kamykowski (1986a)",2.143,25,298.15,0.315,0.924974221526132,1.84994844305226
"5499","Pseudo-nitzschia americana-:-Miller & Kamykowski (1986a)-:- 34.000-:- -77.940","Pseudo-nitzschia americana","Miller & Kamykowski (1986a)",0,30,298.15,0.315,0.924974221526132,1.84994844305226
"5500","Pseudo-nitzschia granii-:-El-Sabaawi & Harrison (2006)-:- 45.000-:--145.000","Pseudo-nitzschia granii","El-Sabaawi & Harrison (2006)",0.358,8,287.15,0.358,0.517891716414918,1.03578343282984
"5501","Pseudo-nitzschia granii-:-El-Sabaawi & Harrison (2006)-:- 45.000-:--145.000","Pseudo-nitzschia granii","El-Sabaawi & Harrison (2006)",0.551,10,287.15,0.358,0.517891716414918,1.03578343282984
"5502","Pseudo-nitzschia granii-:-El-Sabaawi & Harrison (2006)-:- 45.000-:--145.000","Pseudo-nitzschia granii","El-Sabaawi & Harrison (2006)",0.591,14,287.15,0.358,0.517891716414918,1.03578343282984
"5503","Pseudo-nitzschia granii-:-El-Sabaawi & Harrison (2006)-:- 45.000-:--145.000","Pseudo-nitzschia granii","El-Sabaawi & Harrison (2006)",0.412,17,287.15,0.358,0.517891716414918,1.03578343282984
"5504","Pseudo-nitzschia granii-:-El-Sabaawi & Harrison (2006)-:- 45.000-:--145.000","Pseudo-nitzschia granii","El-Sabaawi & Harrison (2006)",0,20,287.15,0.358,0.517891716414918,1.03578343282984
"5505","Pseudo-nitzschia multiseries-:-Lewis (1993)-:- 45.640-:- -61.840","Pseudo-nitzschia multiseries","Lewis (1993)",0.173287,5,293.15,0.173287,0.445123326730372,0.890246653460744
"5506","Pseudo-nitzschia multiseries-:-Lewis (1993)-:- 45.640-:- -61.840","Pseudo-nitzschia multiseries","Lewis (1993)",0.221807,10,293.15,0.173287,0.445123326730372,0.890246653460744
"5507","Pseudo-nitzschia multiseries-:-Lewis (1993)-:- 45.640-:- -61.840","Pseudo-nitzschia multiseries","Lewis (1993)",0.301519,15,293.15,0.173287,0.445123326730372,0.890246653460744
"5508","Pseudo-nitzschia multiseries-:-Lewis (1993)-:- 45.640-:- -61.840","Pseudo-nitzschia multiseries","Lewis (1993)",0.450546,20,293.15,0.173287,0.445123326730372,0.890246653460744
"5509","Pseudo-nitzschia multiseries-:-Lewis (1993)-:- 45.640-:- -61.840","Pseudo-nitzschia multiseries","Lewis (1993)",0.415888,25,293.15,0.173287,0.445123326730372,0.890246653460744
"5510","Pseudo-nitzschia multiseries-:-Lewis et al. (1993)-:- 45.640-:- -61.840","Pseudo-nitzschia multiseries","Lewis et al. (1993)",0.17,5,293.15,0.17,0.453159241220815,0.906318482441629
"5511","Pseudo-nitzschia multiseries-:-Lewis et al. (1993)-:- 45.640-:- -61.840","Pseudo-nitzschia multiseries","Lewis et al. (1993)",0.22,10,293.15,0.17,0.453159241220815,0.906318482441629
"5512","Pseudo-nitzschia multiseries-:-Lewis et al. (1993)-:- 45.640-:- -61.840","Pseudo-nitzschia multiseries","Lewis et al. (1993)",0.3,15,293.15,0.17,0.453159241220815,0.906318482441629
"5513","Pseudo-nitzschia multiseries-:-Lewis et al. (1993)-:- 45.640-:- -61.840","Pseudo-nitzschia multiseries","Lewis et al. (1993)",0.45,20,293.15,0.17,0.453159241220815,0.906318482441629
"5514","Pseudo-nitzschia multiseries-:-Lewis et al. (1993)-:- 45.640-:- -61.840","Pseudo-nitzschia multiseries","Lewis et al. (1993)",0.42,25,293.15,0.17,0.453159241220815,0.906318482441629
"5515","Pseudo-nitzschia pseudodelicatissima-:-Lundholm et al. (1997)-:-NA-:-NA","Pseudo-nitzschia pseudodelicatissima","Lundholm et al. (1997)",0.15,5,298.15,0.15,0.897593883833193,1.79518776766639
"5516","Pseudo-nitzschia pseudodelicatissima-:-Lundholm et al. (1997)-:-NA-:-NA","Pseudo-nitzschia pseudodelicatissima","Lundholm et al. (1997)",0.65,10,298.15,0.15,0.897593883833193,1.79518776766639
"5517","Pseudo-nitzschia pseudodelicatissima-:-Lundholm et al. (1997)-:-NA-:-NA","Pseudo-nitzschia pseudodelicatissima","Lundholm et al. (1997)",0.96,15,298.15,0.15,0.897593883833193,1.79518776766639
"5518","Pseudo-nitzschia pseudodelicatissima-:-Lundholm et al. (1997)-:-NA-:-NA","Pseudo-nitzschia pseudodelicatissima","Lundholm et al. (1997)",1.38,18,298.15,0.15,0.897593883833193,1.79518776766639
"5519","Pseudo-nitzschia pseudodelicatissima-:-Lundholm et al. (1997)-:-NA-:-NA","Pseudo-nitzschia pseudodelicatissima","Lundholm et al. (1997)",1.67,22,298.15,0.15,0.897593883833193,1.79518776766639
"5520","Pseudo-nitzschia pseudodelicatissima-:-Lundholm et al. (1997)-:-NA-:-NA","Pseudo-nitzschia pseudodelicatissima","Lundholm et al. (1997)",2.36,25,298.15,0.15,0.897593883833193,1.79518776766639
"5521","Pseudo-nitzschia seriata-:-Stapleford and Smith (1996)-:-NA-:-NA","Pseudo-nitzschia seriata","Stapleford and Smith (1996)",0.3,-1.5,279.15,0.3,0.326812074759004,0.653624149518008
"5522","Pseudo-nitzschia seriata-:-Stapleford and Smith (1996)-:-NA-:-NA","Pseudo-nitzschia seriata","Stapleford and Smith (1996)",0.32,-1,279.15,0.3,0.326812074759004,0.653624149518008
"5523","Pseudo-nitzschia seriata-:-Stapleford and Smith (1996)-:-NA-:-NA","Pseudo-nitzschia seriata","Stapleford and Smith (1996)",0.35,0,279.15,0.3,0.326812074759004,0.653624149518008
"5524","Pseudo-nitzschia seriata-:-Stapleford and Smith (1996)-:-NA-:-NA","Pseudo-nitzschia seriata","Stapleford and Smith (1996)",0.37,2,279.15,0.3,0.326812074759004,0.653624149518008
"5525","Pseudo-nitzschia seriata-:-Stapleford and Smith (1996)-:-NA-:-NA","Pseudo-nitzschia seriata","Stapleford and Smith (1996)",0.35,4,279.15,0.3,0.326812074759004,0.653624149518008
"5526","Pseudo-nitzschia seriata-:-Stapleford and Smith (1996)-:-NA-:-NA","Pseudo-nitzschia seriata","Stapleford and Smith (1996)",0.49,6,279.15,0.3,0.326812074759004,0.653624149518008
"5527","Pseudo-nitzschia seriata-:-Stapleford and Smith (1996)-:-NA-:-NA","Pseudo-nitzschia seriata","Stapleford and Smith (1996)",0.46,10,279.15,0.3,0.326812074759004,0.653624149518008
"5528","Pseudo-nitzschia turgiduloides-:-Fiala & Oriol (1990)-:--58.000-:-  62.000","Pseudo-nitzschia turgiduloides","Fiala & Oriol (1990)",0.3,1,276.15,0.23,1.34005435302099,2.68010870604197
"5529","Pseudo-nitzschia turgiduloides-:-Fiala & Oriol (1990)-:--58.000-:-  62.000","Pseudo-nitzschia turgiduloides","Fiala & Oriol (1990)",0.33,1,276.15,0.23,1.34005435302099,2.68010870604197
"5530","Pseudo-nitzschia turgiduloides-:-Fiala & Oriol (1990)-:--58.000-:-  62.000","Pseudo-nitzschia turgiduloides","Fiala & Oriol (1990)",0.49,3,276.15,0.23,1.34005435302099,2.68010870604197
"5531","Pseudo-nitzschia turgiduloides-:-Fiala & Oriol (1990)-:--58.000-:-  62.000","Pseudo-nitzschia turgiduloides","Fiala & Oriol (1990)",0.5,3,276.15,0.23,1.34005435302099,2.68010870604197
"5532","Pseudo-nitzschia turgiduloides-:-Fiala & Oriol (1990)-:--58.000-:-  62.000","Pseudo-nitzschia turgiduloides","Fiala & Oriol (1990)",0.46,5,276.15,0.23,1.34005435302099,2.68010870604197
"5533","Pseudo-nitzschia turgiduloides-:-Fiala & Oriol (1990)-:--58.000-:-  62.000","Pseudo-nitzschia turgiduloides","Fiala & Oriol (1990)",0.34,7,276.15,0.23,1.34005435302099,2.68010870604197
"5534","Pseudo-nitzschia turgiduloides-:-Fiala & Oriol (1990)-:--58.000-:-  62.000","Pseudo-nitzschia turgiduloides","Fiala & Oriol (1990)",0.23,8,276.15,0.23,1.34005435302099,2.68010870604197
"5535","Pseudo-nitzschia turgiduloides-:-Fiala & Oriol (1990)-:--58.000-:-  62.000","Pseudo-nitzschia turgiduloides","Fiala & Oriol (1990)",0.25,8,276.15,0.23,1.34005435302099,2.68010870604197
"5536","Pseudo-nitzschia turgiduloides-:-Fiala & Oriol (1990)-:--58.000-:-  62.000","Pseudo-nitzschia turgiduloides","Fiala & Oriol (1990)",0,9,276.15,0.23,1.34005435302099,2.68010870604197
"5537","Pseudo-nitzschia turgiduloides-:-Fiala & Oriol (1990)-:--58.000-:-  62.000","Pseudo-nitzschia turgiduloides","Fiala & Oriol (1990)",0.298,1,276.15,0.23,1.34005435302099,2.68010870604197
"5538","Pseudo-nitzschia turgiduloides-:-Fiala & Oriol (1990)-:--58.000-:-  62.000","Pseudo-nitzschia turgiduloides","Fiala & Oriol (1990)",0.413,3,276.15,0.23,1.34005435302099,2.68010870604197
"5539","Pseudo-nitzschia turgiduloides-:-Fiala & Oriol (1990)-:--58.000-:-  62.000","Pseudo-nitzschia turgiduloides","Fiala & Oriol (1990)",0.322,7,276.15,0.23,1.34005435302099,2.68010870604197
"5540","Pseudo-nitzschia turgiduloides-:-Fiala & Oriol (1990)-:--58.000-:-  62.000","Pseudo-nitzschia turgiduloides","Fiala & Oriol (1990)",0.26,8,276.15,0.23,1.34005435302099,2.68010870604197
"5541","Pseudopedinella pyriformis-:-Throndsen (1976)-:- 59.450-:-  10.520","Pseudopedinella pyriformis","Throndsen (1976)",0.49,5,284.15,0.13,0.767761420076649,1.5355228401533
"5542","Pseudopedinella pyriformis-:-Throndsen (1976)-:- 59.450-:-  10.520","Pseudopedinella pyriformis","Throndsen (1976)",0.96,11,284.15,0.13,0.767761420076649,1.5355228401533
"5543","Pseudopedinella pyriformis-:-Throndsen (1976)-:- 59.450-:-  10.520","Pseudopedinella pyriformis","Throndsen (1976)",0.63,20,284.15,0.13,0.767761420076649,1.5355228401533
"5544","Pseudopedinella pyriformis-:-Throndsen (1976)-:- 59.450-:-  10.520","Pseudopedinella pyriformis","Throndsen (1976)",0.13,25,284.15,0.13,0.767761420076649,1.5355228401533
"5545","Pseudopedinella pyriformis-:-Throndsen (1976)-:- 59.450-:-  10.520","Pseudopedinella pyriformis","Throndsen (1976)",0.486589,5,284.15,0.13,0.767761420076649,1.5355228401533
"5546","Pseudopedinella pyriformis-:-Throndsen (1976)-:- 59.450-:-  10.520","Pseudopedinella pyriformis","Throndsen (1976)",0.960702,11,284.15,0.13,0.767761420076649,1.5355228401533
"5547","Pseudopedinella pyriformis-:-Throndsen (1976)-:- 59.450-:-  10.520","Pseudopedinella pyriformis","Throndsen (1976)",0.625912,20,284.15,0.13,0.767761420076649,1.5355228401533
"5548","Pseudopedinella pyriformis-:-Throndsen (1976)-:- 59.450-:-  10.520","Pseudopedinella pyriformis","Throndsen (1976)",0.134471,25,284.15,0.13,0.767761420076649,1.5355228401533
"5549","Pyramimonas disomata-:-Throndsen (1976)-:- 59.450-:-  10.520","Pyramimonas disomata","Throndsen (1976)",0,8,288.15,0.91842,0.1,0.1
"5550","Pyramimonas disomata-:-Throndsen (1976)-:- 59.450-:-  10.520","Pyramimonas disomata","Throndsen (1976)",1.1,15,288.15,0.91842,0.1,0.1
"5551","Pyramimonas disomata-:-Throndsen (1976)-:- 59.450-:-  10.520","Pyramimonas disomata","Throndsen (1976)",0.92,22,288.15,0.91842,0.1,0.1
"5552","Pyramimonas disomata-:-Throndsen (1976)-:- 59.450-:-  10.520","Pyramimonas disomata","Throndsen (1976)",0,28,288.15,0.91842,0.1,0.1
"5553","Pyramimonas disomata-:-Throndsen (1976)-:- 59.450-:-  10.520","Pyramimonas disomata","Throndsen (1976)",1.10349,15,288.15,0.91842,0.1,0.1
"5554","Pyramimonas disomata-:-Throndsen (1976)-:- 59.450-:-  10.520","Pyramimonas disomata","Throndsen (1976)",0.91842,22,288.15,0.91842,0.1,0.1
"5555","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.17,22,301.65,0.167742,0.46816082212172,0.93632164424344
"5556","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.17,22,302.65,0.167742,0.46816082212172,0.93632164424344
"5557","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.19,23,301.65,0.167742,0.46816082212172,0.93632164424344
"5558","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.19,23,302.65,0.167742,0.46816082212172,0.93632164424344
"5559","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.2,24.5,301.65,0.167742,0.46816082212172,0.93632164424344
"5560","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.2,24.5,302.65,0.167742,0.46816082212172,0.93632164424344
"5561","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.22,25.5,301.65,0.167742,0.46816082212172,0.93632164424344
"5562","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.22,25.5,302.65,0.167742,0.46816082212172,0.93632164424344
"5563","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.22,26.5,301.65,0.167742,0.46816082212172,0.93632164424344
"5564","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.22,26.5,302.65,0.167742,0.46816082212172,0.93632164424344
"5565","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.24,27.5,301.65,0.167742,0.46816082212172,0.93632164424344
"5566","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.24,27.5,302.65,0.167742,0.46816082212172,0.93632164424344
"5567","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.27,28.5,301.65,0.167742,0.46816082212172,0.93632164424344
"5568","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.27,28.5,302.65,0.167742,0.46816082212172,0.93632164424344
"5569","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.27,29.5,301.65,0.167742,0.46816082212172,0.93632164424344
"5570","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.27,29.5,302.65,0.167742,0.46816082212172,0.93632164424344
"5571","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.26,30.5,301.65,0.167742,0.46816082212172,0.93632164424344
"5572","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.26,30.5,302.65,0.167742,0.46816082212172,0.93632164424344
"5573","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.26,31.5,301.65,0.167742,0.46816082212172,0.93632164424344
"5574","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.26,31.5,302.65,0.167742,0.46816082212172,0.93632164424344
"5575","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.24,32,301.65,0.167742,0.46816082212172,0.93632164424344
"5576","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.24,32,302.65,0.167742,0.46816082212172,0.93632164424344
"5577","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.21,33,301.65,0.167742,0.46816082212172,0.93632164424344
"5578","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.21,33,302.65,0.167742,0.46816082212172,0.93632164424344
"5579","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.17,34,301.65,0.167742,0.46816082212172,0.93632164424344
"5580","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.17,34,302.65,0.167742,0.46816082212172,0.93632164424344
"5581","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.172594,22,301.65,0.167742,0.46816082212172,0.93632164424344
"5582","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.172594,22,302.65,0.167742,0.46816082212172,0.93632164424344
"5583","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.194081,23,301.65,0.167742,0.46816082212172,0.93632164424344
"5584","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.194081,23,302.65,0.167742,0.46816082212172,0.93632164424344
"5585","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.199626,24.5,301.65,0.167742,0.46816082212172,0.93632164424344
"5586","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.199626,24.5,302.65,0.167742,0.46816082212172,0.93632164424344
"5587","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.221114,25.5,301.65,0.167742,0.46816082212172,0.93632164424344
"5588","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.221114,25.5,302.65,0.167742,0.46816082212172,0.93632164424344
"5589","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.223887,26.5,301.65,0.167742,0.46816082212172,0.93632164424344
"5590","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.223887,26.5,302.65,0.167742,0.46816082212172,0.93632164424344
"5591","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.241908,27.5,301.65,0.167742,0.46816082212172,0.93632164424344
"5592","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.241908,27.5,302.65,0.167742,0.46816082212172,0.93632164424344
"5593","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.266862,28.5,301.65,0.167742,0.46816082212172,0.93632164424344
"5594","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.266862,28.5,302.65,0.167742,0.46816082212172,0.93632164424344
"5595","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.266169,29.5,301.65,0.167742,0.46816082212172,0.93632164424344
"5596","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.266169,29.5,302.65,0.167742,0.46816082212172,0.93632164424344
"5597","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.255771,30.5,301.65,0.167742,0.46816082212172,0.93632164424344
"5598","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.255771,30.5,302.65,0.167742,0.46816082212172,0.93632164424344
"5599","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.255771,31.5,301.65,0.167742,0.46816082212172,0.93632164424344
"5600","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.255771,31.5,302.65,0.167742,0.46816082212172,0.93632164424344
"5601","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.241908,32,301.65,0.167742,0.46816082212172,0.93632164424344
"5602","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.241908,32,302.65,0.167742,0.46816082212172,0.93632164424344
"5603","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.207944,33,301.65,0.167742,0.46816082212172,0.93632164424344
"5604","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.207944,33,302.65,0.167742,0.46816082212172,0.93632164424344
"5605","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.167742,34,301.65,0.167742,0.46816082212172,0.93632164424344
"5606","Pyrodinium bahamense-:-Usup et al. (1994)-:-  6.000-:- 116.080","Pyrodinium bahamense","Usup et al. (1994)",0.167742,34,302.65,0.167742,0.46816082212172,0.93632164424344
"5607","Rhizosolenia robusta-:-Schï¿½ne (1982)-:- 22.500-:- -16.500","Rhizosolenia robusta","Schï¿½ne (1982)",0,11.5,296.15,0.422127,0.455050686375421,0.910101372750842
"5608","Rhizosolenia robusta-:-Schï¿½ne (1982)-:- 22.500-:- -16.500","Rhizosolenia robusta","Schï¿½ne (1982)",0.422127,13,296.15,0.422127,0.455050686375421,0.910101372750842
