"","unique_id","Species_standardised","Reference","Trait_value","Temperature","T_pk","B0_value","E_value","ED_value"
"1835","Cosmarium punctulatum-:-Stamenkovi? and Hanelt (2013)-:- -0.670-:- -78.430","Cosmarium punctulatum","Stamenkovi? and Hanelt (2013)",0.049,35,298.15,0.033,0.734209340787374,1.46841868157475
"1836","Cosmarium punctulatum-:-Stamenkovi? and Hanelt (2013)-:- -0.670-:- -78.430","Cosmarium punctulatum","Stamenkovi? and Hanelt (2013)",0,37,298.15,0.033,0.734209340787374,1.46841868157475
"1837","Cosmarium punctulatum-:-Stamenkovi? and Hanelt (2013)-:- 71.100-:-  25.820","Cosmarium punctulatum","Stamenkovi? and Hanelt (2013)",0.006,0.6,298.15,0.006,1.00366280622044,2.00732561244088
"1838","Cosmarium punctulatum-:-Stamenkovi? and Hanelt (2013)-:- 71.100-:-  25.820","Cosmarium punctulatum","Stamenkovi? and Hanelt (2013)",0.094,7,298.15,0.006,1.00366280622044,2.00732561244088
"1839","Cosmarium punctulatum-:-Stamenkovi? and Hanelt (2013)-:- 71.100-:-  25.820","Cosmarium punctulatum","Stamenkovi? and Hanelt (2013)",0.145,16,298.15,0.006,1.00366280622044,2.00732561244088
"1840","Cosmarium punctulatum-:-Stamenkovi? and Hanelt (2013)-:- 71.100-:-  25.820","Cosmarium punctulatum","Stamenkovi? and Hanelt (2013)",0.222,21,298.15,0.006,1.00366280622044,2.00732561244088
"1841","Cosmarium punctulatum-:-Stamenkovi? and Hanelt (2013)-:- 71.100-:-  25.820","Cosmarium punctulatum","Stamenkovi? and Hanelt (2013)",0.314,25,298.15,0.006,1.00366280622044,2.00732561244088
"1842","Cosmarium punctulatum-:-Stamenkovi? and Hanelt (2013)-:- 71.100-:-  25.820","Cosmarium punctulatum","Stamenkovi? and Hanelt (2013)",0.057,28,298.15,0.006,1.00366280622044,2.00732561244088
"1843","Cosmarium punctulatum-:-Stamenkovi? and Hanelt (2013)-:- 71.100-:-  25.820","Cosmarium punctulatum","Stamenkovi? and Hanelt (2013)",0.045,32,298.15,0.006,1.00366280622044,2.00732561244088
"1844","Cosmarium punctulatum-:-Stamenkovi? and Hanelt (2013)-:- 71.100-:-  25.820","Cosmarium punctulatum","Stamenkovi? and Hanelt (2013)",0.009,35,298.15,0.006,1.00366280622044,2.00732561244088
"1845","Cosmarium punctulatum-:-Stamenkovi? and Hanelt (2013)-:- 71.100-:-  25.820","Cosmarium punctulatum","Stamenkovi? and Hanelt (2013)",0,37,298.15,0.006,1.00366280622044,2.00732561244088
"1846","Cosmarium punctulatum-:-Stamenkovi? et al. (2013)-:- -0.670-:- -78.430","Cosmarium punctulatum","Stamenkovi? et al. (2013)",0.033,0.6,298.15,0.033,0.734209340787374,1.46841868157475
"1847","Cosmarium punctulatum-:-Stamenkovi? et al. (2013)-:- -0.670-:- -78.430","Cosmarium punctulatum","Stamenkovi? et al. (2013)",0.084,7,298.15,0.033,0.734209340787374,1.46841868157475
"1848","Cosmarium punctulatum-:-Stamenkovi? et al. (2013)-:- -0.670-:- -78.430","Cosmarium punctulatum","Stamenkovi? et al. (2013)",0.264,16,298.15,0.033,0.734209340787374,1.46841868157475
"1849","Cosmarium punctulatum-:-Stamenkovi? et al. (2013)-:- -0.670-:- -78.430","Cosmarium punctulatum","Stamenkovi? et al. (2013)",0.271,21,298.15,0.033,0.734209340787374,1.46841868157475
"1850","Cosmarium punctulatum-:-Stamenkovi? et al. (2013)-:- -0.670-:- -78.430","Cosmarium punctulatum","Stamenkovi? et al. (2013)",0.458,25,298.15,0.033,0.734209340787374,1.46841868157475
"1851","Cosmarium punctulatum-:-Stamenkovi? et al. (2013)-:- -0.670-:- -78.430","Cosmarium punctulatum","Stamenkovi? et al. (2013)",0.099,28,298.15,0.033,0.734209340787374,1.46841868157475
"1852","Cosmarium punctulatum-:-Stamenkovi? et al. (2013)-:- -0.670-:- -78.430","Cosmarium punctulatum","Stamenkovi? et al. (2013)",0.05,32,298.15,0.033,0.734209340787374,1.46841868157475
"1853","Cosmarium punctulatum-:-Stamenkovi? et al. (2013)-:- -0.670-:- -78.430","Cosmarium punctulatum","Stamenkovi? et al. (2013)",0.049,35,298.15,0.033,0.734209340787374,1.46841868157475
"1854","Cosmarium punctulatum-:-Stamenkovi? et al. (2013)-:- -0.670-:- -78.430","Cosmarium punctulatum","Stamenkovi? et al. (2013)",0,37,298.15,0.033,0.734209340787374,1.46841868157475
"1855","Cosmarium punctulatum-:-Stamenkovi? et al. (2013)-:- 71.100-:-  25.820","Cosmarium punctulatum","Stamenkovi? et al. (2013)",0.006,0.6,298.15,0.006,1.00366280622044,2.00732561244088
"1856","Cosmarium punctulatum-:-Stamenkovi? et al. (2013)-:- 71.100-:-  25.820","Cosmarium punctulatum","Stamenkovi? et al. (2013)",0.094,7,298.15,0.006,1.00366280622044,2.00732561244088
"1857","Cosmarium punctulatum-:-Stamenkovi? et al. (2013)-:- 71.100-:-  25.820","Cosmarium punctulatum","Stamenkovi? et al. (2013)",0.145,16,298.15,0.006,1.00366280622044,2.00732561244088
"1858","Cosmarium punctulatum-:-Stamenkovi? et al. (2013)-:- 71.100-:-  25.820","Cosmarium punctulatum","Stamenkovi? et al. (2013)",0.222,21,298.15,0.006,1.00366280622044,2.00732561244088
"1859","Cosmarium punctulatum-:-Stamenkovi? et al. (2013)-:- 71.100-:-  25.820","Cosmarium punctulatum","Stamenkovi? et al. (2013)",0.314,25,298.15,0.006,1.00366280622044,2.00732561244088
"1860","Cosmarium punctulatum-:-Stamenkovi? et al. (2013)-:- 71.100-:-  25.820","Cosmarium punctulatum","Stamenkovi? et al. (2013)",0.057,28,298.15,0.006,1.00366280622044,2.00732561244088
"1861","Cosmarium punctulatum-:-Stamenkovi? et al. (2013)-:- 71.100-:-  25.820","Cosmarium punctulatum","Stamenkovi? et al. (2013)",0.045,32,298.15,0.006,1.00366280622044,2.00732561244088
"1862","Cosmarium punctulatum-:-Stamenkovi? et al. (2013)-:- 71.100-:-  25.820","Cosmarium punctulatum","Stamenkovi? et al. (2013)",0.009,35,298.15,0.006,1.00366280622044,2.00732561244088
"1863","Cosmarium punctulatum-:-Stamenkovi? et al. (2013)-:- 71.100-:-  25.820","Cosmarium punctulatum","Stamenkovi? et al. (2013)",0,37,298.15,0.006,1.00366280622044,2.00732561244088
"1864","Cosmarium regnesii-:-Stamenkovi? and Hanelt (2013)-:- 42.900-:- 140.750","Cosmarium regnesii","Stamenkovi? and Hanelt (2013)",0.001,0.6,298.15,0.001,1.71459488049747,3.42918976099494
"1865","Cosmarium regnesii-:-Stamenkovi? and Hanelt (2013)-:- 42.900-:- 140.750","Cosmarium regnesii","Stamenkovi? and Hanelt (2013)",0.07,7,298.15,0.001,1.71459488049747,3.42918976099494
"1866","Cosmarium regnesii-:-Stamenkovi? and Hanelt (2013)-:- 42.900-:- 140.750","Cosmarium regnesii","Stamenkovi? and Hanelt (2013)",0.312,16,298.15,0.001,1.71459488049747,3.42918976099494
"1867","Cosmarium regnesii-:-Stamenkovi? and Hanelt (2013)-:- 42.900-:- 140.750","Cosmarium regnesii","Stamenkovi? and Hanelt (2013)",0.509,21,298.15,0.001,1.71459488049747,3.42918976099494
"1868","Cosmarium regnesii-:-Stamenkovi? and Hanelt (2013)-:- 42.900-:- 140.750","Cosmarium regnesii","Stamenkovi? and Hanelt (2013)",0.586,25,298.15,0.001,1.71459488049747,3.42918976099494
"1869","Cosmarium regnesii-:-Stamenkovi? and Hanelt (2013)-:- 42.900-:- 140.750","Cosmarium regnesii","Stamenkovi? and Hanelt (2013)",0.179,28,298.15,0.001,1.71459488049747,3.42918976099494
"1870","Cosmarium regnesii-:-Stamenkovi? and Hanelt (2013)-:- 42.900-:- 140.750","Cosmarium regnesii","Stamenkovi? and Hanelt (2013)",0.079,32,298.15,0.001,1.71459488049747,3.42918976099494
"1871","Cosmarium regnesii-:-Stamenkovi? and Hanelt (2013)-:- 42.900-:- 140.750","Cosmarium regnesii","Stamenkovi? and Hanelt (2013)",0.073,35,298.15,0.001,1.71459488049747,3.42918976099494
"1872","Cosmarium regnesii-:-Stamenkovi? and Hanelt (2013)-:- 42.900-:- 140.750","Cosmarium regnesii","Stamenkovi? and Hanelt (2013)",0.056,37,298.15,0.001,1.71459488049747,3.42918976099494
"1873","Cosmarium regnesii-:-Stamenkovi? et al. (2013)-:- 42.900-:- 140.750","Cosmarium regnesii","Stamenkovi? et al. (2013)",0.001,0.6,298.15,0.001,1.71459488049747,3.42918976099494
"1874","Cosmarium regnesii-:-Stamenkovi? et al. (2013)-:- 42.900-:- 140.750","Cosmarium regnesii","Stamenkovi? et al. (2013)",0.07,7,298.15,0.001,1.71459488049747,3.42918976099494
"1875","Cosmarium regnesii-:-Stamenkovi? et al. (2013)-:- 42.900-:- 140.750","Cosmarium regnesii","Stamenkovi? et al. (2013)",0.312,16,298.15,0.001,1.71459488049747,3.42918976099494
"1876","Cosmarium regnesii-:-Stamenkovi? et al. (2013)-:- 42.900-:- 140.750","Cosmarium regnesii","Stamenkovi? et al. (2013)",0.509,21,298.15,0.001,1.71459488049747,3.42918976099494
"1877","Cosmarium regnesii-:-Stamenkovi? et al. (2013)-:- 42.900-:- 140.750","Cosmarium regnesii","Stamenkovi? et al. (2013)",0.586,25,298.15,0.001,1.71459488049747,3.42918976099494
"1878","Cosmarium regnesii-:-Stamenkovi? et al. (2013)-:- 42.900-:- 140.750","Cosmarium regnesii","Stamenkovi? et al. (2013)",0.179,28,298.15,0.001,1.71459488049747,3.42918976099494
"1879","Cosmarium regnesii-:-Stamenkovi? et al. (2013)-:- 42.900-:- 140.750","Cosmarium regnesii","Stamenkovi? et al. (2013)",0.079,32,298.15,0.001,1.71459488049747,3.42918976099494
"1880","Cosmarium regnesii-:-Stamenkovi? et al. (2013)-:- 42.900-:- 140.750","Cosmarium regnesii","Stamenkovi? et al. (2013)",0.073,35,298.15,0.001,1.71459488049747,3.42918976099494
"1881","Cosmarium regnesii-:-Stamenkovi? et al. (2013)-:- 42.900-:- 140.750","Cosmarium regnesii","Stamenkovi? et al. (2013)",0.056,37,298.15,0.001,1.71459488049747,3.42918976099494
"1882","Cosmarium subprotumidum-:-Bouterfas et al. (2002)-:- 31.340-:-  -8.140","Cosmarium subprotumidum","Bouterfas et al. (2002)",0.048,15,308.15,0.048,1.04658984184398,2.09317968368796
"1883","Cosmarium subprotumidum-:-Bouterfas et al. (2002)-:- 31.340-:-  -8.140","Cosmarium subprotumidum","Bouterfas et al. (2002)",0.44,20,308.15,0.048,1.04658984184398,2.09317968368796
"1884","Cosmarium subprotumidum-:-Bouterfas et al. (2002)-:- 31.340-:-  -8.140","Cosmarium subprotumidum","Bouterfas et al. (2002)",0.7,25,308.15,0.048,1.04658984184398,2.09317968368796
"1885","Cosmarium subprotumidum-:-Bouterfas et al. (2002)-:- 31.340-:-  -8.140","Cosmarium subprotumidum","Bouterfas et al. (2002)",0.88,30,308.15,0.048,1.04658984184398,2.09317968368796
"1886","Cosmarium subprotumidum-:-Bouterfas et al. (2002)-:- 31.340-:-  -8.140","Cosmarium subprotumidum","Bouterfas et al. (2002)",1,35,308.15,0.048,1.04658984184398,2.09317968368796
"1887","Cosmarium subprotumidum-:-Bouterfas et al. (2002)-:-NA-:-NA","Cosmarium subprotumidum","Bouterfas et al. (2002)",0.05,15,308.15,0.05,1.03388730160737,2.06777460321474
"1888","Cosmarium subprotumidum-:-Bouterfas et al. (2002)-:-NA-:-NA","Cosmarium subprotumidum","Bouterfas et al. (2002)",0.44,20,308.15,0.05,1.03388730160737,2.06777460321474
"1889","Cosmarium subprotumidum-:-Bouterfas et al. (2002)-:-NA-:-NA","Cosmarium subprotumidum","Bouterfas et al. (2002)",0.7,25,308.15,0.05,1.03388730160737,2.06777460321474
"1890","Cosmarium subprotumidum-:-Bouterfas et al. (2002)-:-NA-:-NA","Cosmarium subprotumidum","Bouterfas et al. (2002)",0.88,30,308.15,0.05,1.03388730160737,2.06777460321474
"1891","Cosmarium subprotumidum-:-Bouterfas et al. (2002)-:-NA-:-NA","Cosmarium subprotumidum","Bouterfas et al. (2002)",1,35,308.15,0.05,1.03388730160737,2.06777460321474
"1892","Crocosphaera watsonii-:-Boyd et al. (2013)-:--11.700-:- -32.010","Crocosphaera watsonii","Boyd et al. (2013)",0,22,301.15,0.3136,0.842836446706083,1.68567289341217
"1893","Crocosphaera watsonii-:-Boyd et al. (2013)-:--11.700-:- -32.010","Crocosphaera watsonii","Boyd et al. (2013)",0.3354,24,301.15,0.3136,0.842836446706083,1.68567289341217
"1894","Crocosphaera watsonii-:-Boyd et al. (2013)-:--11.700-:- -32.010","Crocosphaera watsonii","Boyd et al. (2013)",0.3136,24,301.15,0.3136,0.842836446706083,1.68567289341217
"1895","Crocosphaera watsonii-:-Boyd et al. (2013)-:--11.700-:- -32.010","Crocosphaera watsonii","Boyd et al. (2013)",0.3197,24,301.15,0.3136,0.842836446706083,1.68567289341217
"1896","Crocosphaera watsonii-:-Boyd et al. (2013)-:--11.700-:- -32.010","Crocosphaera watsonii","Boyd et al. (2013)",0.3484,24,301.15,0.3136,0.842836446706083,1.68567289341217
"1897","Crocosphaera watsonii-:-Boyd et al. (2013)-:--11.700-:- -32.010","Crocosphaera watsonii","Boyd et al. (2013)",0.48409,26,301.15,0.3136,0.842836446706083,1.68567289341217
"1898","Crocosphaera watsonii-:-Boyd et al. (2013)-:--11.700-:- -32.010","Crocosphaera watsonii","Boyd et al. (2013)",0.464762,26,301.15,0.3136,0.842836446706083,1.68567289341217
"1899","Crocosphaera watsonii-:-Boyd et al. (2013)-:--11.700-:- -32.010","Crocosphaera watsonii","Boyd et al. (2013)",0.494873,26,301.15,0.3136,0.842836446706083,1.68567289341217
"1900","Crocosphaera watsonii-:-Boyd et al. (2013)-:--11.700-:- -32.010","Crocosphaera watsonii","Boyd et al. (2013)",0.4776,26,301.15,0.3136,0.842836446706083,1.68567289341217
"1901","Crocosphaera watsonii-:-Boyd et al. (2013)-:--11.700-:- -32.010","Crocosphaera watsonii","Boyd et al. (2013)",0.514259,28,301.15,0.3136,0.842836446706083,1.68567289341217
"1902","Crocosphaera watsonii-:-Boyd et al. (2013)-:--11.700-:- -32.010","Crocosphaera watsonii","Boyd et al. (2013)",0.501038,28,301.15,0.3136,0.842836446706083,1.68567289341217
"1903","Crocosphaera watsonii-:-Boyd et al. (2013)-:--11.700-:- -32.010","Crocosphaera watsonii","Boyd et al. (2013)",0.510998,28,301.15,0.3136,0.842836446706083,1.68567289341217
"1904","Crocosphaera watsonii-:-Boyd et al. (2013)-:--11.700-:- -32.010","Crocosphaera watsonii","Boyd et al. (2013)",0.51,28,301.15,0.3136,0.842836446706083,1.68567289341217
"1905","Crocosphaera watsonii-:-Boyd et al. (2013)-:--11.700-:- -32.010","Crocosphaera watsonii","Boyd et al. (2013)",0.4156,32,301.15,0.3136,0.842836446706083,1.68567289341217
"1906","Crocosphaera watsonii-:-Boyd et al. (2013)-:--11.700-:- -32.010","Crocosphaera watsonii","Boyd et al. (2013)",0.4757,32,301.15,0.3136,0.842836446706083,1.68567289341217
"1907","Crocosphaera watsonii-:-Boyd et al. (2013)-:--11.700-:- -32.010","Crocosphaera watsonii","Boyd et al. (2013)",0.427,32,301.15,0.3136,0.842836446706083,1.68567289341217
"1908","Crocosphaera watsonii-:-Boyd et al. (2013)-:--11.700-:- -32.010","Crocosphaera watsonii","Boyd et al. (2013)",0.4865,32,301.15,0.3136,0.842836446706083,1.68567289341217
"1909","Crocosphaera watsonii-:-Boyd et al. (2013)-:--11.700-:- -32.010","Crocosphaera watsonii","Boyd et al. (2013)",0,35,301.15,0.3136,0.842836446706083,1.68567289341217
"1910","Crocosphaera watsonii-:-Boyd et al. (2013)-:- 21.430-:--157.790","Crocosphaera watsonii","Boyd et al. (2013)",0,22,301.15,0.3489,0.740230304541729,1.48046060908346
"1911","Crocosphaera watsonii-:-Boyd et al. (2013)-:- 21.430-:--157.790","Crocosphaera watsonii","Boyd et al. (2013)",0.3554,24,301.15,0.3489,0.740230304541729,1.48046060908346
"1912","Crocosphaera watsonii-:-Boyd et al. (2013)-:- 21.430-:--157.790","Crocosphaera watsonii","Boyd et al. (2013)",0.3678,24,301.15,0.3489,0.740230304541729,1.48046060908346
"1913","Crocosphaera watsonii-:-Boyd et al. (2013)-:- 21.430-:--157.790","Crocosphaera watsonii","Boyd et al. (2013)",0.3567,24,301.15,0.3489,0.740230304541729,1.48046060908346
"1914","Crocosphaera watsonii-:-Boyd et al. (2013)-:- 21.430-:--157.790","Crocosphaera watsonii","Boyd et al. (2013)",0.3489,24,301.15,0.3489,0.740230304541729,1.48046060908346
"1915","Crocosphaera watsonii-:-Boyd et al. (2013)-:- 21.430-:--157.790","Crocosphaera watsonii","Boyd et al. (2013)",0.495284,26,301.15,0.3489,0.740230304541729,1.48046060908346
"1916","Crocosphaera watsonii-:-Boyd et al. (2013)-:- 21.430-:--157.790","Crocosphaera watsonii","Boyd et al. (2013)",0.467128,26,301.15,0.3489,0.740230304541729,1.48046060908346
"1917","Crocosphaera watsonii-:-Boyd et al. (2013)-:- 21.430-:--157.790","Crocosphaera watsonii","Boyd et al. (2013)",0.488348,26,301.15,0.3489,0.740230304541729,1.48046060908346
"1918","Crocosphaera watsonii-:-Boyd et al. (2013)-:- 21.430-:--157.790","Crocosphaera watsonii","Boyd et al. (2013)",0.4723,26,301.15,0.3489,0.740230304541729,1.48046060908346
"1919","Crocosphaera watsonii-:-Boyd et al. (2013)-:- 21.430-:--157.790","Crocosphaera watsonii","Boyd et al. (2013)",0.4973,28,301.15,0.3489,0.740230304541729,1.48046060908346
"1920","Crocosphaera watsonii-:-Boyd et al. (2013)-:- 21.430-:--157.790","Crocosphaera watsonii","Boyd et al. (2013)",0.5258,28,301.15,0.3489,0.740230304541729,1.48046060908346
"1921","Crocosphaera watsonii-:-Boyd et al. (2013)-:- 21.430-:--157.790","Crocosphaera watsonii","Boyd et al. (2013)",0.5532,28,301.15,0.3489,0.740230304541729,1.48046060908346
"1922","Crocosphaera watsonii-:-Boyd et al. (2013)-:- 21.430-:--157.790","Crocosphaera watsonii","Boyd et al. (2013)",0.5215,28,301.15,0.3489,0.740230304541729,1.48046060908346
"1923","Crocosphaera watsonii-:-Boyd et al. (2013)-:- 21.430-:--157.790","Crocosphaera watsonii","Boyd et al. (2013)",0.4532,32,301.15,0.3489,0.740230304541729,1.48046060908346
"1924","Crocosphaera watsonii-:-Boyd et al. (2013)-:- 21.430-:--157.790","Crocosphaera watsonii","Boyd et al. (2013)",0.4577,32,301.15,0.3489,0.740230304541729,1.48046060908346
"1925","Crocosphaera watsonii-:-Boyd et al. (2013)-:- 21.430-:--157.790","Crocosphaera watsonii","Boyd et al. (2013)",0.4056,32,301.15,0.3489,0.740230304541729,1.48046060908346
"1926","Crocosphaera watsonii-:-Boyd et al. (2013)-:- 21.430-:--157.790","Crocosphaera watsonii","Boyd et al. (2013)",0.4838,32,301.15,0.3489,0.740230304541729,1.48046060908346
"1927","Crocosphaera watsonii-:-Boyd et al. (2013)-:- 21.430-:--157.790","Crocosphaera watsonii","Boyd et al. (2013)",0,35,301.15,0.3489,0.740230304541729,1.48046060908346
"1928","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0,22,301.15,0.214,0.627784027321128,1.25556805464226
"1929","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0,22,301.15,0.214,0.627784027321128,1.25556805464226
"1930","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0.23,24,301.15,0.214,0.627784027321128,1.25556805464226
"1931","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0.23,24,301.15,0.214,0.627784027321128,1.25556805464226
"1932","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0.28,26,301.15,0.214,0.627784027321128,1.25556805464226
"1933","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0.28,26,301.15,0.214,0.627784027321128,1.25556805464226
"1934","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0.34,28,301.15,0.214,0.627784027321128,1.25556805464226
"1935","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0.34,28,301.15,0.214,0.627784027321128,1.25556805464226
"1936","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0.32,32,301.15,0.214,0.627784027321128,1.25556805464226
"1937","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0.32,32,301.15,0.214,0.627784027321128,1.25556805464226
"1938","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0,35,301.15,0.214,0.627784027321128,1.25556805464226
"1939","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0,35,301.15,0.214,0.627784027321128,1.25556805464226
"1940","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0,22,301.15,0.214,0.627784027321128,1.25556805464226
"1941","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0,22,301.15,0.214,0.627784027321128,1.25556805464226
"1942","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0.36,24,301.15,0.214,0.627784027321128,1.25556805464226
"1943","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0.36,24,301.15,0.214,0.627784027321128,1.25556805464226
"1944","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0.39,26,301.15,0.214,0.627784027321128,1.25556805464226
"1945","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0.39,26,301.15,0.214,0.627784027321128,1.25556805464226
"1946","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0.4,28,301.15,0.214,0.627784027321128,1.25556805464226
"1947","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0.4,28,301.15,0.214,0.627784027321128,1.25556805464226
"1948","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0.37,32,301.15,0.214,0.627784027321128,1.25556805464226
"1949","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0.37,32,301.15,0.214,0.627784027321128,1.25556805464226
"1950","Crocosphaera watsonii-:-Boyd et al. (2013)-:-  6.980-:- -49.330","Crocosphaera watsonii","Boyd et al. (2013)",0,35,301.15,0.214,0.627784027321128,1.25556805464226
