"","Species_original","Species_standardised","Reference","Trait_value","Temperature","unique_id"
"6623","Peridinium bipes","Peridinium bipes","Kishimoto et al. (1998)",0.058,10,"Kishimoto et al. (1998)Peridinium bipes"
"6624","Peridinium bipes","Peridinium bipes","Kishimoto et al. (1998)",0.09,15,"Kishimoto et al. (1998)Peridinium bipes"
"6625","Peridinium bipes","Peridinium bipes","Kishimoto et al. (1998)",0.125,20,"Kishimoto et al. (1998)Peridinium bipes"
"6626","Peridinium bipes","Peridinium bipes","Kishimoto et al. (1998)",0.097,25,"Kishimoto et al. (1998)Peridinium bipes"
"6627","Trichormus variabilis","Trichormus variabilis","Kratz & Myers (1955)",1.59598,25,"Kratz & Myers (1955)Trichormus variabilis"
"6628","Trichormus variabilis","Trichormus variabilis","Kratz & Myers (1955)",2.303,30,"Kratz & Myers (1955)Trichormus variabilis"
"6629","Trichormus variabilis","Trichormus variabilis","Kratz & Myers (1955)",2.67378,32.5,"Kratz & Myers (1955)Trichormus variabilis"
"6630","Trichormus variabilis","Trichormus variabilis","Kratz & Myers (1955)",2.72675,35,"Kratz & Myers (1955)Trichormus variabilis"
"6631","Trichormus variabilis","Trichormus variabilis","Kratz & Myers (1955)",1.75949,37.5,"Kratz & Myers (1955)Trichormus variabilis"
"6632","Skeletonema costatum","Skeletonema costatum","Langdon (1987)",0.7,5,"Langdon (1987)Skeletonema costatum"
"6633","Skeletonema costatum","Skeletonema costatum","Langdon (1987)",1.09,10,"Langdon (1987)Skeletonema costatum"
"6634","Skeletonema costatum","Skeletonema costatum","Langdon (1987)",2,15,"Langdon (1987)Skeletonema costatum"
"6635","Skeletonema costatum","Skeletonema costatum","Langdon (1987)",2.24,20,"Langdon (1987)Skeletonema costatum"
"6636","Skeletonema costatum","Skeletonema costatum","Langdon (1987)",2.79,25,"Langdon (1987)Skeletonema costatum"
"6637","Prymnesium parvum","Prymnesium parvum","Larsen and Bryant (1998)",0.02,5,"Larsen and Bryant (1998)Prymnesium parvum"
"6638","Prymnesium parvum","Prymnesium parvum","Larsen and Bryant (1998)",0.08,11,"Larsen and Bryant (1998)Prymnesium parvum"
"6639","Prymnesium parvum","Prymnesium parvum","Larsen and Bryant (1998)",0.13,15,"Larsen and Bryant (1998)Prymnesium parvum"
"6640","Prymnesium parvum","Prymnesium parvum","Larsen and Bryant (1998)",0.1,5,"Larsen and Bryant (1998)Prymnesium parvum"
"6641","Prymnesium parvum","Prymnesium parvum","Larsen and Bryant (1998)",0.18,11,"Larsen and Bryant (1998)Prymnesium parvum"
"6642","Prymnesium parvum","Prymnesium parvum","Larsen and Bryant (1998)",0.27,15,"Larsen and Bryant (1998)Prymnesium parvum"
"6643","Prymnesium patelliferum","Prymnesium parvum","Larsen and Bryant (1998)",0.03,5,"Larsen and Bryant (1998)Prymnesium parvum"
"6644","Prymnesium patelliferum","Prymnesium parvum","Larsen and Bryant (1998)",0.24,11,"Larsen and Bryant (1998)Prymnesium parvum"
"6645","Prymnesium patelliferum","Prymnesium parvum","Larsen and Bryant (1998)",0.42,15,"Larsen and Bryant (1998)Prymnesium parvum"
"6646","Prymnesium patelliferum","Prymnesium parvum","Larsen and Bryant (1998)",0.8,30.1,"Larsen and Bryant (1998)Prymnesium parvum"
"6647","Prymnesium patelliferum","Prymnesium parvum","Larsen and Bryant (1998)",0.09,5,"Larsen and Bryant (1998)Prymnesium parvum"
"6648","Prymnesium patelliferum","Prymnesium parvum","Larsen and Bryant (1998)",0.14,11,"Larsen and Bryant (1998)Prymnesium parvum"
"6649","Prymnesium patelliferum","Prymnesium parvum","Larsen and Bryant (1998)",0.33,14.9,"Larsen and Bryant (1998)Prymnesium parvum"
"6650","Prymnesium patelliferum","Prymnesium parvum","Larsen and Bryant (1998)",0.38,29.9,"Larsen and Bryant (1998)Prymnesium parvum"
"6651","Monoraphidium minutum","Selenastrum minutum","Lï¿½rling et al. (2013)",0.75,20,"Lï¿½rling et al. (2013)Selenastrum minutum"
"6652","Monoraphidium minutum","Selenastrum minutum","Lï¿½rling et al. (2013)",0.69,25,"Lï¿½rling et al. (2013)Selenastrum minutum"
"6653","Monoraphidium minutum","Selenastrum minutum","Lï¿½rling et al. (2013)",1.18,27.5,"Lï¿½rling et al. (2013)Selenastrum minutum"
"6654","Monoraphidium minutum","Selenastrum minutum","Lï¿½rling et al. (2013)",0.63,32.5,"Lï¿½rling et al. (2013)Selenastrum minutum"
"6655","Monoraphidium minutum","Selenastrum minutum","Lï¿½rling et al. (2013)",-0.41,35,"Lï¿½rling et al. (2013)Selenastrum minutum"
"6656","Pseudonitzschia pseudodelicatissima","Pseudo-nitzschia pseudodelicatissima","Lundholm et al. (1997)",0.15,5,"Lundholm et al. (1997)Pseudo-nitzschia pseudodelicatissima"
"6657","Pseudonitzschia pseudodelicatissima","Pseudo-nitzschia pseudodelicatissima","Lundholm et al. (1997)",0.65,10,"Lundholm et al. (1997)Pseudo-nitzschia pseudodelicatissima"
"6658","Pseudonitzschia pseudodelicatissima","Pseudo-nitzschia pseudodelicatissima","Lundholm et al. (1997)",0.96,15,"Lundholm et al. (1997)Pseudo-nitzschia pseudodelicatissima"
"6659","Pseudonitzschia pseudodelicatissima","Pseudo-nitzschia pseudodelicatissima","Lundholm et al. (1997)",1.38,18,"Lundholm et al. (1997)Pseudo-nitzschia pseudodelicatissima"
"6660","Pseudonitzschia pseudodelicatissima","Pseudo-nitzschia pseudodelicatissima","Lundholm et al. (1997)",1.67,22,"Lundholm et al. (1997)Pseudo-nitzschia pseudodelicatissima"
"6661","Pseudonitzschia pseudodelicatissima","Pseudo-nitzschia pseudodelicatissima","Lundholm et al. (1997)",2.36,25,"Lundholm et al. (1997)Pseudo-nitzschia pseudodelicatissima"
"6662","Microcystis aeruginosa PCC7941","Microcystis aeruginosa","Lurling et al. (2013)",0.58,20,"Lurling et al. (2013)Microcystis aeruginosa"
"6663","Microcystis aeruginosa PCC7941","Microcystis aeruginosa","Lurling et al. (2013)",0.67,25,"Lurling et al. (2013)Microcystis aeruginosa"
"6664","Microcystis aeruginosa PCC7941","Microcystis aeruginosa","Lurling et al. (2013)",1.05,27.5,"Lurling et al. (2013)Microcystis aeruginosa"
"6665","Microcystis aeruginosa PCC7941","Microcystis aeruginosa","Lurling et al. (2013)",1.16,32.5,"Lurling et al. (2013)Microcystis aeruginosa"
"6666","Microcystis aeruginosa PCC7941","Microcystis aeruginosa","Lurling et al. (2013)",1.01,35,"Lurling et al. (2013)Microcystis aeruginosa"
"6667","Microcystis aeruginosa CYA140","Microcystis aeruginosa","Lurling et al. (2013)",0.26,20,"Lurling et al. (2013)Microcystis aeruginosa"
"6668","Microcystis aeruginosa CYA140","Microcystis aeruginosa","Lurling et al. (2013)",0.77,25,"Lurling et al. (2013)Microcystis aeruginosa"
"6669","Microcystis aeruginosa CYA140","Microcystis aeruginosa","Lurling et al. (2013)",0.82,27.5,"Lurling et al. (2013)Microcystis aeruginosa"
"6670","Microcystis aeruginosa CYA140","Microcystis aeruginosa","Lurling et al. (2013)",0.94,30,"Lurling et al. (2013)Microcystis aeruginosa"
"6671","Microcystis aeruginosa CYA140","Microcystis aeruginosa","Lurling et al. (2013)",0.93,32.5,"Lurling et al. (2013)Microcystis aeruginosa"
"6672","Microcystis aeruginosa CYA140","Microcystis aeruginosa","Lurling et al. (2013)",0.7,35,"Lurling et al. (2013)Microcystis aeruginosa"
"6673","Planktothrix agardhii CYA116","Planktothrix agardhii","Lurling et al. (2013)",0.5,20,"Lurling et al. (2013)Planktothrix agardhii"
"6674","Planktothrix agardhii CYA116","Planktothrix agardhii","Lurling et al. (2013)",0.71,25,"Lurling et al. (2013)Planktothrix agardhii"
"6675","Planktothrix agardhii CYA116","Planktothrix agardhii","Lurling et al. (2013)",0.82,27.5,"Lurling et al. (2013)Planktothrix agardhii"
"6676","Planktothrix agardhii CYA116","Planktothrix agardhii","Lurling et al. (2013)",0.7,32.5,"Lurling et al. (2013)Planktothrix agardhii"
"6677","Planktothrix agardhii CYA116","Planktothrix agardhii","Lurling et al. (2013)",0.4,35,"Lurling et al. (2013)Planktothrix agardhii"
"6678","Planktothrix agardhii CYA126","Planktothrix agardhii","Lurling et al. (2013)",0.43,20,"Lurling et al. (2013)Planktothrix agardhii"
"6679","Planktothrix agardhii CYA126","Planktothrix agardhii","Lurling et al. (2013)",0.6,25,"Lurling et al. (2013)Planktothrix agardhii"
"6680","Planktothrix agardhii CYA126","Planktothrix agardhii","Lurling et al. (2013)",0.58,30,"Lurling et al. (2013)Planktothrix agardhii"
"6681","Scenedesmus acuminatus UTEX415","Scenedesmus acuminatus","Lurling et al. (2013)",0.58,20,"Lurling et al. (2013)Scenedesmus acuminatus"
"6682","Scenedesmus acuminatus UTEX415","Scenedesmus acuminatus","Lurling et al. (2013)",0.65,25,"Lurling et al. (2013)Scenedesmus acuminatus"
"6683","Scenedesmus acuminatus UTEX415","Scenedesmus acuminatus","Lurling et al. (2013)",0.86,27.5,"Lurling et al. (2013)Scenedesmus acuminatus"
"6684","Scenedesmus acuminatus UTEX415","Scenedesmus acuminatus","Lurling et al. (2013)",0.62,30,"Lurling et al. (2013)Scenedesmus acuminatus"
"6685","Scenedesmus acuminatus UTEX415","Scenedesmus acuminatus","Lurling et al. (2013)",0.74,32.5,"Lurling et al. (2013)Scenedesmus acuminatus"
"6686","Scenedesmus acuminatus UTEX415","Scenedesmus acuminatus","Lurling et al. (2013)",0.67,35,"Lurling et al. (2013)Scenedesmus acuminatus"
"6687","Scenedesmus obliquus SAG276/3a","Scenedesmus acutus","Lurling et al. (2013)",0.7,20,"Lurling et al. (2013)Scenedesmus acutus"
"6688","Scenedesmus obliquus SAG276/3a","Scenedesmus acutus","Lurling et al. (2013)",0.66,25,"Lurling et al. (2013)Scenedesmus acutus"
"6689","Scenedesmus obliquus SAG276/3a","Scenedesmus acutus","Lurling et al. (2013)",0.75,27.5,"Lurling et al. (2013)Scenedesmus acutus"
"6690","Scenedesmus obliquus SAG276/3a","Scenedesmus acutus","Lurling et al. (2013)",0.68,30,"Lurling et al. (2013)Scenedesmus acutus"
"6691","Scenedesmus obliquus SAG276/3a","Scenedesmus acutus","Lurling et al. (2013)",0.7,32.5,"Lurling et al. (2013)Scenedesmus acutus"
"6692","Scenedesmus obliquus SAG276/3a","Scenedesmus acutus","Lurling et al. (2013)",0.65,35,"Lurling et al. (2013)Scenedesmus acutus"
"6693","Scenedesmus maximus SAG39.81","Scenedesmus longus","Lurling et al. (2013)",0.24,20,"Lurling et al. (2013)Scenedesmus longus"
"6694","Scenedesmus maximus SAG39.81","Scenedesmus longus","Lurling et al. (2013)",0.4,25,"Lurling et al. (2013)Scenedesmus longus"
"6695","Scenedesmus maximus SAG39.81","Scenedesmus longus","Lurling et al. (2013)",0.69,27.5,"Lurling et al. (2013)Scenedesmus longus"
"6696","Scenedesmus maximus SAG39.81","Scenedesmus longus","Lurling et al. (2013)",0.78,32.5,"Lurling et al. (2013)Scenedesmus longus"
"6697","Scenedesmus maximus SAG39.81","Scenedesmus longus","Lurling et al. (2013)",0.86,35,"Lurling et al. (2013)Scenedesmus longus"
"6698","Monoraphidium minutum","Selenastrum minutum","Lurling et al. (2013)",0.75,20,"Lurling et al. (2013)Selenastrum minutum"
"6699","Monoraphidium minutum","Selenastrum minutum","Lurling et al. (2013)",0.69,25,"Lurling et al. (2013)Selenastrum minutum"
"6700","Monoraphidium minutum","Selenastrum minutum","Lurling et al. (2013)",1.18,27.5,"Lurling et al. (2013)Selenastrum minutum"
"6701","Monoraphidium minutum","Selenastrum minutum","Lurling et al. (2013)",0.63,32.5,"Lurling et al. (2013)Selenastrum minutum"
"6702","Monoraphidium minutum","Selenastrum minutum","Lurling et al. (2013)",-0.41,35,"Lurling et al. (2013)Selenastrum minutum"
"6703","Synechococcus elongatus PCC6301","Synechococcus elongatus","Lurling et al. (2013)",0.3,20,"Lurling et al. (2013)Synechococcus elongatus"
"6704","Synechococcus elongatus PCC6301","Synechococcus elongatus","Lurling et al. (2013)",0.67,25,"Lurling et al. (2013)Synechococcus elongatus"
"6705","Synechococcus elongatus PCC6301","Synechococcus elongatus","Lurling et al. (2013)",0.64,27.5,"Lurling et al. (2013)Synechococcus elongatus"
"6706","Synechococcus elongatus PCC6301","Synechococcus elongatus","Lurling et al. (2013)",0.72,30,"Lurling et al. (2013)Synechococcus elongatus"
"6707","Synechococcus elongatus PCC6301","Synechococcus elongatus","Lurling et al. (2013)",0.82,32.5,"Lurling et al. (2013)Synechococcus elongatus"
"6708","Synechococcus elongatus PCC6301","Synechococcus elongatus","Lurling et al. (2013)",0.91,35,"Lurling et al. (2013)Synechococcus elongatus"
"6709","Synechococcus A","Synechococcus","Malinsky-Rushansky et al. (2002)",0.35,14,"Malinsky-Rushansky et al. (2002)Synechococcus"
"6710","Synechococcus A","Synechococcus","Malinsky-Rushansky et al. (2002)",0.98,20,"Malinsky-Rushansky et al. (2002)Synechococcus"
"6711","Synechococcus A","Synechococcus","Malinsky-Rushansky et al. (2002)",0.89,28,"Malinsky-Rushansky et al. (2002)Synechococcus"
"6712","Synechococcus B","Synechococcus","Malinsky-Rushansky et al. (2002)",0.43,14,"Malinsky-Rushansky et al. (2002)Synechococcus"
"6713","Synechococcus B","Synechococcus","Malinsky-Rushansky et al. (2002)",1.17,20,"Malinsky-Rushansky et al. (2002)Synechococcus"
"6714","Synechococcus B","Synechococcus","Malinsky-Rushansky et al. (2002)",1.19,28,"Malinsky-Rushansky et al. (2002)Synechococcus"
"6715","Mastigocladus laminosus strain NZ-86-m","Mastigocladus laminosus","Miyamoto et al. (1979)",0.392,34,"Mastigocladus laminosusMiyamoto et al. (1979)"
"6716","Mastigocladus laminosus strain NZ-86-m","Mastigocladus laminosus","Miyamoto et al. (1979)",0.392,35,"Mastigocladus laminosusMiyamoto et al. (1979)"
"6717","Mastigocladus laminosus strain NZ-86-m","Mastigocladus laminosus","Miyamoto et al. (1979)",0.448,39,"Mastigocladus laminosusMiyamoto et al. (1979)"
"6718","Mastigocladus laminosus strain NZ-86-m","Mastigocladus laminosus","Miyamoto et al. (1979)",0.504,40,"Mastigocladus laminosusMiyamoto et al. (1979)"
"6719","Mastigocladus laminosus strain NZ-86-m","Mastigocladus laminosus","Miyamoto et al. (1979)",0.644,43,"Mastigocladus laminosusMiyamoto et al. (1979)"
"6720","Mastigocladus laminosus strain NZ-86-m","Mastigocladus laminosus","Miyamoto et al. (1979)",0.742,44,"Mastigocladus laminosusMiyamoto et al. (1979)"
"6721","Mastigocladus laminosus strain NZ-86-m","Mastigocladus laminosus","Miyamoto et al. (1979)",0.574,50,"Mastigocladus laminosusMiyamoto et al. (1979)"
"6722","Mastigocladus laminosus strain NZ-86-m","Mastigocladus laminosus","Miyamoto et al. (1979)",0.602,51,"Mastigocladus laminosusMiyamoto et al. (1979)"
"6723","Mastigocladus laminosus strain NZ-86-m","Mastigocladus laminosus","Miyamoto et al. (1979)",0.266,55,"Mastigocladus laminosusMiyamoto et al. (1979)"
"6724","Mastigocladus laminosus strain NZ-86-m","Mastigocladus laminosus","Miyamoto et al. (1979)",0.196,56,"Mastigocladus laminosusMiyamoto et al. (1979)"
"6725","Mastigocladus laminosus strain NZ-86-m","Mastigocladus laminosus","Miyamoto et al. (1979)",0,57,"Mastigocladus laminosusMiyamoto et al. (1979)"
"6726","Mesotaenium kramstai","Mesotaenium kramstae","Moss (1973)",0.03,4,"Mesotaenium kramstaeMoss (1973)"
"6727","Mesotaenium kramstai","Mesotaenium kramstae","Moss (1973)",0.18,10,"Mesotaenium kramstaeMoss (1973)"
"6728","Mesotaenium kramstai","Mesotaenium kramstae","Moss (1973)",0.48,14,"Mesotaenium kramstaeMoss (1973)"
"6729","Mesotaenium kramstai","Mesotaenium kramstae","Moss (1973)",0.37,20,"Mesotaenium kramstaeMoss (1973)"
"6730","Mesotaenium kramstai","Mesotaenium kramstae","Moss (1973)",0.63,24,"Mesotaenium kramstaeMoss (1973)"
"6731","Mesotaenium kramstai","Mesotaenium kramstae","Moss (1973)",0.35,30,"Mesotaenium kramstaeMoss (1973)"
"6732","Mesotaenium kramstai","Mesotaenium kramstae","Moss (1973)",0.14,32,"Mesotaenium kramstaeMoss (1973)"
"6733","Mesotaenium kramstai","Mesotaenium kramstae","Moss (1973)",0,35,"Mesotaenium kramstaeMoss (1973)"
"6734","Micrasterias americana","Micrasterias americana","Moss (1973)",0,4,"Micrasterias americanaMoss (1973)"
"6735","Micrasterias americana","Micrasterias americana","Moss (1973)",0.05,9,"Micrasterias americanaMoss (1973)"
"6736","Micrasterias americana","Micrasterias americana","Moss (1973)",0.09,15,"Micrasterias americanaMoss (1973)"
"6737","Micrasterias americana","Micrasterias americana","Moss (1973)",0.15,20,"Micrasterias americanaMoss (1973)"
"6738","Micrasterias americana","Micrasterias americana","Moss (1973)",0.09,25,"Micrasterias americanaMoss (1973)"
"6739","Micrasterias americana","Micrasterias americana","Moss (1973)",0.11,30,"Micrasterias americanaMoss (1973)"
"6740","Micrasterias americana","Micrasterias americana","Moss (1973)",0.1,35,"Micrasterias americanaMoss (1973)"
"6741","Microcystis aeruginosa","Microcystis aeruginosa","Nalewajko & Murphy (2001)",0.63,20,"Microcystis aeruginosaNalewajko & Murphy (2001)"
"6742","Microcystis aeruginosa","Microcystis aeruginosa","Nalewajko & Murphy (2001)",0.86,24,"Microcystis aeruginosaNalewajko & Murphy (2001)"
"6743","Microcystis aeruginosa","Microcystis aeruginosa","Nalewajko & Murphy (2001)",1.01,28,"Microcystis aeruginosaNalewajko & Murphy (2001)"
"6744","Microcystis aeruginosa","Microcystis aeruginosa","Nalewajko & Murphy (2001)",1.15,32,"Microcystis aeruginosaNalewajko & Murphy (2001)"
"6745","Microcystis aeruginosa","Microcystis aeruginosa","Nalewajko & Murphy (2001)",0.91,35,"Microcystis aeruginosaNalewajko & Murphy (2001)"
"6746","Microcystis aeruginosa","Microcystis aeruginosa","van der Westhuizen and Eloff (1985)",0.1,16,"Microcystis aeruginosavan der Westhuizen and Eloff (1985)"
"6747","Microcystis aeruginosa","Microcystis aeruginosa","van der Westhuizen and Eloff (1985)",0.25,20,"Microcystis aeruginosavan der Westhuizen and Eloff (1985)"
"6748","Microcystis aeruginosa","Microcystis aeruginosa","van der Westhuizen and Eloff (1985)",0.38,24,"Microcystis aeruginosavan der Westhuizen and Eloff (1985)"
"6749","Microcystis aeruginosa","Microcystis aeruginosa","van der Westhuizen and Eloff (1985)",0.6,28,"Microcystis aeruginosavan der Westhuizen and Eloff (1985)"
"6750","Microcystis aeruginosa","Microcystis aeruginosa","van der Westhuizen and Eloff (1985)",0.61,32,"Microcystis aeruginosavan der Westhuizen and Eloff (1985)"
"6751","Microcystis aeruginosa","Microcystis aeruginosa","van der Westhuizen and Eloff (1985)",0.54,36,"Microcystis aeruginosavan der Westhuizen and Eloff (1985)"
"6752","Emiliania huxleyi clone P3","Pontosphaera huxleyi","Mjaaland (1956)",0,5,"Mjaaland (1956)Pontosphaera huxleyi"
"6753","Emiliania huxleyi clone P3","Pontosphaera huxleyi","Mjaaland (1956)",0.0679284,8,"Mjaaland (1956)Pontosphaera huxleyi"
"6754","Emiliania huxleyi clone P3","Pontosphaera huxleyi","Mjaaland (1956)",0.0977338,10,"Mjaaland (1956)Pontosphaera huxleyi"
"6755","Emiliania huxleyi clone P3","Pontosphaera huxleyi","Mjaaland (1956)",0.243295,14.5,"Mjaaland (1956)Pontosphaera huxleyi"
"6756","Emiliania huxleyi clone P3","Pontosphaera huxleyi","Mjaaland (1956)",0.257158,15,"Mjaaland (1956)Pontosphaera huxleyi"
"6757","Emiliania huxleyi clone P3","Pontosphaera huxleyi","Mjaaland (1956)",0.553825,20,"Mjaaland (1956)Pontosphaera huxleyi"
"6758","Emiliania huxleyi clone P3","Pontosphaera huxleyi","Mjaaland (1956)",0.203092,25,"Mjaaland (1956)Pontosphaera huxleyi"
"6759","Emiliania huxleyi clone P8","Pontosphaera huxleyi","Mjaaland (1956)",0,5,"Mjaaland (1956)Pontosphaera huxleyi"
"6760","Emiliania huxleyi clone P8","Pontosphaera huxleyi","Mjaaland (1956)",0.0436683,7,"Mjaaland (1956)Pontosphaera huxleyi"
"6761","Emiliania huxleyi clone P8","Pontosphaera huxleyi","Mjaaland (1956)",0.184377,10,"Mjaaland (1956)Pontosphaera huxleyi"
"6762","Emiliania huxleyi clone P8","Pontosphaera huxleyi","Mjaaland (1956)",0.305678,15,"Mjaaland (1956)Pontosphaera huxleyi"
"6763","Emiliania huxleyi clone P8","Pontosphaera huxleyi","Mjaaland (1956)",0.578085,20,"Mjaaland (1956)Pontosphaera huxleyi"
"6764","Emiliania huxleyi clone P8","Pontosphaera huxleyi","Mjaaland (1956)",0.413809,22.5,"Mjaaland (1956)Pontosphaera huxleyi"
"6765","Emiliania huxleyi clone P8","Pontosphaera huxleyi","Mjaaland (1956)",0,24,"Mjaaland (1956)Pontosphaera huxleyi"
"6766","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Montagnes and Franklin (2001)",0.43,8,"Montagnes and Franklin (2001)Phaeodactylum tricornutum"
"6767","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Montagnes and Franklin (2001)",0.52,8,"Montagnes and Franklin (2001)Phaeodactylum tricornutum"
"6768","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Montagnes and Franklin (2001)",0.53,9,"Montagnes and Franklin (2001)Phaeodactylum tricornutum"
"6769","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Montagnes and Franklin (2001)",0.72,13,"Montagnes and Franklin (2001)Phaeodactylum tricornutum"
"6770","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Montagnes and Franklin (2001)",0.82,13,"Montagnes and Franklin (2001)Phaeodactylum tricornutum"
"6771","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Montagnes and Franklin (2001)",0.92,16,"Montagnes and Franklin (2001)Phaeodactylum tricornutum"
"6772","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Montagnes and Franklin (2001)",1.17,17,"Montagnes and Franklin (2001)Phaeodactylum tricornutum"
"6773","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Montagnes and Franklin (2001)",1,20,"Montagnes and Franklin (2001)Phaeodactylum tricornutum"
"6774","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Montagnes and Franklin (2001)",1.41,20,"Montagnes and Franklin (2001)Phaeodactylum tricornutum"
"6775","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Montagnes and Franklin (2001)",0.75,25,"Montagnes and Franklin (2001)Phaeodactylum tricornutum"
"6776","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Montagnes and Franklin (2001)",1.37,25,"Montagnes and Franklin (2001)Phaeodactylum tricornutum"
"6777","Rhodomonas salina","Rhodomonas salina","Montagnes and Franklin (2001)",0.49,9,"Montagnes and Franklin (2001)Rhodomonas salina"
"6778","Rhodomonas salina","Rhodomonas salina","Montagnes and Franklin (2001)",0.75,13,"Montagnes and Franklin (2001)Rhodomonas salina"
"6779","Rhodomonas salina","Rhodomonas salina","Montagnes and Franklin (2001)",0.91,16,"Montagnes and Franklin (2001)Rhodomonas salina"
"6780","Rhodomonas salina","Rhodomonas salina","Montagnes and Franklin (2001)",0.88,20,"Montagnes and Franklin (2001)Rhodomonas salina"
"6781","Rhodomonas salina","Rhodomonas salina","Montagnes and Franklin (2001)",0.65,25,"Montagnes and Franklin (2001)Rhodomonas salina"
"6782","Skeletonema costatum","Skeletonema costatum","Montagnes and Franklin (2001)",0.45,9.2,"Montagnes and Franklin (2001)Skeletonema costatum"
"6783","Skeletonema costatum","Skeletonema costatum","Montagnes and Franklin (2001)",0.71,13.1,"Montagnes and Franklin (2001)Skeletonema costatum"
"6784","Skeletonema costatum","Skeletonema costatum","Montagnes and Franklin (2001)",0.7,16.2,"Montagnes and Franklin (2001)Skeletonema costatum"
"6785","Skeletonema costatum","Skeletonema costatum","Montagnes and Franklin (2001)",0.88,20.1,"Montagnes and Franklin (2001)Skeletonema costatum"
"6786","Skeletonema costatum","Skeletonema costatum","Montagnes and Franklin (2001)",0.8,25,"Montagnes and Franklin (2001)Skeletonema costatum"
"6787","Thalassiosira eccentrica","Thalassiosira eccentrica","Montagnes and Franklin (2001)",0.37,10,"Montagnes and Franklin (2001)Thalassiosira eccentrica"
"6788","Thalassiosira eccentrica","Thalassiosira eccentrica","Montagnes and Franklin (2001)",0.34,13,"Montagnes and Franklin (2001)Thalassiosira eccentrica"
"6789","Thalassiosira eccentrica","Thalassiosira eccentrica","Montagnes and Franklin (2001)",0.56,16,"Montagnes and Franklin (2001)Thalassiosira eccentrica"
"6790","Thalassiosira eccentrica","Thalassiosira eccentrica","Montagnes and Franklin (2001)",0.45,20,"Montagnes and Franklin (2001)Thalassiosira eccentrica"
"6791","Thalassiosira eccentrica","Thalassiosira eccentrica","Montagnes and Franklin (2001)",0.57,25,"Montagnes and Franklin (2001)Thalassiosira eccentrica"
"6792","Thalassiosira weissflogii","Thalassiosira weissflogii","Montagnes and Franklin (2001)",0.16,9,"Montagnes and Franklin (2001)Thalassiosira weissflogii"
"6793","Thalassiosira weissflogii","Thalassiosira weissflogii","Montagnes and Franklin (2001)",0.58,13,"Montagnes and Franklin (2001)Thalassiosira weissflogii"
"6794","Thalassiosira weissflogii","Thalassiosira weissflogii","Montagnes and Franklin (2001)",0.55,16,"Montagnes and Franklin (2001)Thalassiosira weissflogii"
"6795","Thalassiosira weissflogii","Thalassiosira weissflogii","Montagnes and Franklin (2001)",0.52,19.8,"Montagnes and Franklin (2001)Thalassiosira weissflogii"
"6796","Thalassiosira weissflogii","Thalassiosira weissflogii","Montagnes and Franklin (2001)",0.38,24.7,"Montagnes and Franklin (2001)Thalassiosira weissflogii"
"6797","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Montagnes & Franklin (2001)",0.423,8,"Montagnes & Franklin (2001)Phaeodactylum tricornutum"
"6798","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Montagnes & Franklin (2001)",0.538,9,"Montagnes & Franklin (2001)Phaeodactylum tricornutum"
"6799","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Montagnes & Franklin (2001)",0.726,13,"Montagnes & Franklin (2001)Phaeodactylum tricornutum"
"6800","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Montagnes & Franklin (2001)",0.923,16,"Montagnes & Franklin (2001)Phaeodactylum tricornutum"
"6801","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Montagnes & Franklin (2001)",0.995,20,"Montagnes & Franklin (2001)Phaeodactylum tricornutum"
"6802","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Montagnes & Franklin (2001)",0.74,25,"Montagnes & Franklin (2001)Phaeodactylum tricornutum"
"6803","Rhodomonas salina","Rhodomonas salina","Montagnes & Franklin (2001)",0.473,8,"Montagnes & Franklin (2001)Rhodomonas salina"
"6804","Rhodomonas salina","Rhodomonas salina","Montagnes & Franklin (2001)",0.745,13,"Montagnes & Franklin (2001)Rhodomonas salina"
"6805","Rhodomonas salina","Rhodomonas salina","Montagnes & Franklin (2001)",0.898,16,"Montagnes & Franklin (2001)Rhodomonas salina"
"6806","Rhodomonas salina","Rhodomonas salina","Montagnes & Franklin (2001)",0.882,20,"Montagnes & Franklin (2001)Rhodomonas salina"
"6807","Rhodomonas salina","Rhodomonas salina","Montagnes & Franklin (2001)",0.643,25,"Montagnes & Franklin (2001)Rhodomonas salina"
"6808","Skeletonema costatum","Skeletonema costatum","Montagnes & Franklin (2001)",0.448,9,"Montagnes & Franklin (2001)Skeletonema costatum"
"6809","Skeletonema costatum","Skeletonema costatum","Montagnes & Franklin (2001)",0.706,13,"Montagnes & Franklin (2001)Skeletonema costatum"
